"id","nearc2","nearc4","educ","age","fatheduc","motheduc","weight","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","black","smsa","south","smsa66","wage","enroll","KWW","IQ","married","libcrd14","exper","lwage","expersq","region"
2895,0,1,12,27,NA,12,91831,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,438,0,43,83,1,0,9,6.08221912384033,81,666
2897,0,1,11,30,NA,NA,572299,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,417,0,38,88,1,1,13,6.03308629989624,169,666
2901,0,1,11,31,6,NA,572299,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,481,0,41,98,1,0,14,6.17586708068848,196,666
2903,0,1,16,30,16,12,110376,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,596,1,49,113,1,1,8,6.39024066925049,64,666
2905,0,1,12,28,3,8,95822,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,600,0,22,103,1,0,10,6.39692974090576,100,666
2908,0,1,14,27,NA,9,77507,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,19,NA,6,0,7,5.52146100997925,49,666
2909,0,1,12,31,6,10,117386,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,531,0,18,97,1,0,13,6.27476215362549,169,666
2910,0,1,12,26,6,10,77507,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,591,0,17,NA,1,0,8,6.38181591033936,64,666
2911,0,1,12,33,NA,NA,111044,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,503,0,32,76,1,0,15,6.22059011459351,225,666
2912,0,1,11,25,NA,9,89353,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,475,0,27,NA,1,0,8,6.16331481933594,64,666
2913,1,1,16,31,12,12,501027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1374,0,44,126,4,1,9,7.22548151016235,81,665
2916,1,1,17,24,17,12,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,325,1,49,NA,6,1,1,5.78382539749146,1,665
2917,1,1,14,25,6,12,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,577,1,NA,108,1,0,5,6.35784244537354,25,665
2918,1,1,12,25,NA,11,372835,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,702,0,44,127,1,1,7,6.55393362045288,49,665
2921,1,1,16,25,16,14,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,444,0,32,112,6,1,3,6.09582471847534,9,665
2922,1,1,13,27,12,12,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,560,0,29,99,5,1,8,6.32793664932251,64,665
2925,1,1,13,32,8,8,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,962,0,39,94,1,1,13,6.86901426315308,169,665
2926,1,1,12,26,NA,7,383527,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,310,0,28,NA,6,1,8,5.736572265625,64,665
2927,1,1,17,33,16,16,741440,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1269,1,48,127,1,1,10,7.1459846496582,100,665
2928,1,1,16,28,16,16,767055,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,500,0,48,97,5,1,6,6.21460819244385,36,665
2929,1,1,16,30,16,16,1002054,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,583,1,52,114,6,1,8,6.36818695068359,64,665
2930,1,1,17,25,16,16,745670,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,112,1,33,116,6,1,2,4.71849870681763,4,665
2931,1,1,14,33,13,12,730842,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,673,0,45,125,1,1,13,6.51174545288086,169,665
2932,1,1,17,29,14,12,987731,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1923,1,43,104,1,1,6,7.56164169311523,36,665
2936,1,1,14,24,12,12,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,400,0,27,NA,6,1,4,5.99146461486816,16,665
2937,1,1,12,25,12,12,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,460,0,27,99,1,1,7,6.13122653961182,49,665
2939,1,1,12,30,NA,12,134296,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,245,0,NA,NA,6,0,12,5.5012583732605,144,665
2943,1,1,16,27,12,12,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,315,0,44,127,1,0,5,5.75257253646851,25,665
2945,1,1,14,26,8,10,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,641,0,37,103,1,1,6,6.46302938461304,36,665
2946,1,1,12,25,8,10,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,23,98,1,1,7,6.62007331848145,49,665
2948,1,1,17,25,18,18,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,308,1,35,NA,1,1,2,5.73009967803955,4,665
2950,1,1,17,29,18,16,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,350,1,42,137,1,1,6,5.85793304443359,36,665
2951,1,1,18,27,18,16,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,462,0,32,137,5,1,3,6.13556480407715,9,665
2953,1,1,15,34,12,12,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1154,0,51,103,1,0,13,7.05098962783813,169,665
2954,1,1,16,34,12,12,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1748,0,44,111,1,1,12,7.4662275314331,144,665
2956,1,1,17,33,15,12,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,769,0,51,115,1,1,10,6.64509105682373,100,665
2957,0,1,15,29,12,11,572299,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,730,0,42,109,1,1,8,6.59304475784302,64,667
2961,0,1,18,30,13,17,572299,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,736,0,49,107,1,1,6,6.60123014450073,36,667
2962,0,1,16,25,14,13,425871,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,500,0,34,128,1,1,3,6.21460819244385,9,667
2963,0,1,16,24,12,12,425871,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,365,0,36,123,4,1,2,5.89989757537842,4,667
2965,0,1,13,24,3,3,405778,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,333,1,25,91,1,1,5,5.80814266204834,25,667
2966,0,1,12,33,4,8,363128,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,721,0,40,NA,1,0,15,6.5806393623352,225,667
2967,0,1,12,27,3,3,375674,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,375,0,21,89,1,1,9,5.92692613601685,81,667
2968,0,1,12,26,9,5,345645,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,250,0,31,NA,1,0,8,5.52146100997925,64,667
2971,0,1,17,30,4,8,451538,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,361,1,34,87,1,1,7,5.88887786865234,49,667
2972,0,0,7,32,NA,4,423456,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,283,0,28,NA,1,0,19,5.64544677734375,361,666
2975,0,0,12,34,NA,18,846911,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,415,0,37,NA,1,0,16,6.02827835083008,256,666
2978,0,0,16,27,8,11,345645,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,522,1,38,101,1,1,5,6.25766754150391,25,666
2979,0,0,12,33,11,11,334102,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,706,0,33,90,1,1,15,6.55961513519287,225,666
2981,0,0,16,26,10,11,345645,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,409,1,41,104,1,1,4,6.0137152671814,16,666
2982,0,0,12,24,7,12,336009,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,416,0,39,105,1,1,6,6.03068542480469,36,666
2984,0,0,12,30,NA,8,451538,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,786,0,27,100,6,1,12,6.66695690155029,144,666
2986,0,0,16,27,12,16,107087,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,577,0,40,111,1,1,5,6.35784244537354,25,666
2987,0,0,16,24,16,12,104102,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,478,0,39,95,1,1,2,6.16961050033569,4,666
2988,0,0,17,27,13,16,107087,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,625,0,44,125,6,1,4,6.43775177001953,16,666
2989,0,0,17,24,12,16,104102,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,505,0,35,95,4,1,1,6.22455835342407,1,666
2990,0,0,12,32,1,8,363128,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,287,0,37,NA,1,1,14,5.6594820022583,196,666
2991,0,0,12,24,6,8,336009,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,500,0,24,NA,1,1,6,6.21460819244385,36,666
2992,0,0,8,27,7,8,384050,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,500,0,34,NA,4,0,13,6.21460819244385,169,666
2993,0,0,12,27,7,12,345645,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,350,0,22,NA,1,1,9,5.85793304443359,81,666
2996,0,0,13,24,12,11,336009,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,462,0,34,NA,1,0,5,6.13556480407715,25,666
2998,0,0,13,30,6,1,480216,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,548,0,29,NA,6,0,11,6.30627536773682,121,666
2999,0,0,12,28,6,3,317074,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,255,0,32,NA,1,0,10,5.54126358032227,100,666
3001,0,0,13,24,4,1,309300,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,524,0,26,NA,6,0,5,6.2614917755127,25,666
3002,0,0,12,33,5,9,454271,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,292,0,29,NA,1,0,15,5.67675399780273,225,666
3004,0,0,14,28,7,7,375674,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,375,0,24,NA,1,0,8,5.92692613601685,64,666
3008,0,0,18,32,7,11,363128,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,529,0,38,NA,6,1,8,6.27098846435547,64,666
3012,0,0,16,25,10,12,336009,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,909,0,20,124,6,0,3,6.81234502792358,9,666
3013,0,0,9,28,NA,7,375674,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,353,0,30,NA,1,0,13,5.86646795272827,169,666
3018,0,0,14,28,12,12,375674,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1155,0,41,107,1,1,8,7.05185556411743,64,666
3021,0,0,8,34,NA,NA,403476,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,250,0,22,NA,4,0,20,5.52146100997925,400,666
3022,0,0,13,28,12,12,107087,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,781,1,35,107,1,1,9,6.6605749130249,81,666
3023,0,0,13,31,16,12,139895,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,416,0,45,110,6,1,12,6.03068542480469,144,666
3029,0,1,13,29,7,11,118905,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,364,1,30,80,1,0,10,5.89715385437012,100,665
3030,0,1,13,27,NA,11,78509,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,375,1,27,91,1,0,8,5.92692613601685,64,665
3032,0,1,15,24,7,11,76585,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,375,1,29,NA,1,0,3,5.92692613601685,9,665
3033,0,1,16,28,NA,5,78509,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,358,1,26,96,1,NA,6,5.88053321838379,36,665
3034,0,1,7,31,NA,2,140524,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,300,0,16,NA,2,0,18,5.70378255844116,324,665
3036,0,1,14,25,16,16,425871,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,528,0,32,102,1,1,5,6.26909637451172,25,665
3037,0,1,12,34,NA,NA,88765,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,299,0,26,93,6,0,16,5.70044374465942,256,665
3038,0,1,8,32,0,8,454271,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,450,0,33,NA,1,0,18,6.10924768447876,324,665
3039,0,1,14,25,6,10,309300,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,540,1,20,NA,1,0,5,6.29156923294067,25,665
3040,0,1,8,29,1,6,490767,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,528,0,26,NA,1,0,15,6.26909637451172,225,665
3042,0,1,12,30,NA,12,119965,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,769,0,36,81,1,1,12,6.64509105682373,144,665
3043,0,1,12,26,5,8,77507,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,198,0,32,NA,6,0,8,5.28826713562012,64,665
3047,0,1,12,24,2,3,75607,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,400,0,22,NA,6,0,6,5.99146461486816,36,665
3048,0,1,12,28,NA,6,77507,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,753,0,26,NA,6,0,10,6.62406539916992,100,665
3049,0,1,12,24,NA,NA,75607,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,445,1,20,NA,6,0,6,6.09807443618774,36,665
3050,0,1,9,30,3,5,117386,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,240,0,18,NA,1,0,15,5.48063898086548,225,665
3052,0,1,3,25,NA,5,75607,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,167,0,6,NA,1,0,16,5.11799383163452,256,665
3059,0,1,12,24,9,7,89271,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,445,0,36,NA,1,0,6,6.09807443618774,36,665
3060,0,1,10,26,3,4,77507,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,250,0,8,NA,1,0,10,5.52146100997925,100,665
3061,0,1,12,26,10,12,91831,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,475,0,36,99,1,0,8,6.16331481933594,64,665
3062,0,1,16,28,16,16,84491,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,400,0,42,122,1,1,6,5.99146461486816,36,665
3063,0,1,18,24,16,16,82135,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,398,0,38,94,6,1,0,5.98645210266113,0,665
3064,0,1,12,25,3,5,75607,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,350,0,24,NA,1,1,7,5.85793304443359,49,665
3065,0,1,12,33,NA,NA,111044,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,523,0,26,93,1,0,15,6.25958156585693,225,665
3066,0,1,10,31,4,8,117386,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,270,0,31,NA,1,0,15,5.59842205047607,225,665
3067,0,1,9,30,NA,1,117386,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,310,0,20,NA,1,0,15,5.736572265625,225,665
3071,0,1,6,31,NA,NA,117386,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,300,0,NA,NA,2,0,19,5.70378255844116,361,665
3072,0,1,12,28,NA,NA,77507,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,325,0,32,69,1,0,10,5.78382539749146,100,665
3074,0,1,12,24,18,12,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,900,0,28,NA,1,0,6,6.80239486694336,36,665
3077,0,0,13,26,12,12,438085,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,35,102,1,0,7,6.62007331848145,49,665
3079,0,0,8,26,NA,6,77507,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,285,0,12,NA,1,0,12,5.65248918533325,144,665
3081,0,0,12,24,12,12,82135,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,278,0,10,NA,1,0,6,5.62762117385864,36,665
3082,0,0,13,29,13,10,117386,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,500,0,29,NA,1,1,10,6.21460819244385,100,665
3084,0,0,8,30,5,8,119965,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,700,0,28,NA,1,0,16,6.55108022689819,256,665
3085,0,0,9,26,5,8,91831,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,300,0,16,NA,1,0,11,5.70378255844116,121,665
3086,0,0,8,34,5,8,88765,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,392,0,36,NA,1,0,20,5.97126197814941,400,665
3088,0,0,12,34,5,12,88765,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,511,0,44,95,1,0,16,6.23636960983276,256,665
3089,0,0,16,31,8,11,119965,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,624,0,37,98,6,1,9,6.43615055084229,81,665
3090,0,0,12,27,NA,NA,77507,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,244,0,28,84,1,0,9,5.49716806411743,81,665
3091,0,0,12,27,7,NA,91831,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,363,0,30,88,1,1,9,5.89440298080444,81,665
3097,0,0,16,27,NA,4,84491,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,606,0,41,109,5,1,5,6.40687990188599,25,667
3098,0,0,12,25,NA,9,851743,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,760,0,32,115,1,1,7,6.63331842422485,49,667
3104,0,0,14,31,12,12,130444,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,385,0,37,105,1,1,11,5.95324325561523,121,667
3109,0,0,12,32,8,8,454271,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,495,0,27,NA,1,0,14,6.2045578956604,196,667
3110,0,0,16,27,8,10,438085,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,828,1,38,90,1,1,5,6.71901321411133,25,667
3111,0,0,12,25,NA,12,425871,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,404,0,28,92,1,1,7,6.00141477584839,49,667
3112,0,0,15,27,10,12,438085,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,267,0,27,113,6,1,6,5.58724880218506,36,667
3114,0,0,12,34,5,8,423456,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,440,0,41,82,1,0,16,6.0867748260498,256,667
3116,0,0,14,28,NA,12,438085,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,375,0,22,105,6,1,8,5.92692613601685,64,667
3117,0,0,10,24,2,8,336009,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,301,0,22,NA,1,1,8,5.70711040496826,64,667
3118,0,0,12,34,8,12,363128,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,658,0,36,95,1,1,16,6.48920488357544,256,667
3119,0,0,15,24,7,10,76585,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,514,0,33,92,4,1,3,6.24222326278687,9,667
3120,0,0,12,26,NA,7,78509,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,300,0,25,NA,6,0,8,5.70378255844116,64,667
3122,0,0,12,26,10,7,78509,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,230,0,24,NA,6,0,8,5.43807935714722,64,667
3126,0,0,10,31,NA,NA,118905,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,260,0,12,NA,6,0,15,5.56068181991577,225,667
3127,0,0,12,24,8,9,76585,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,305,0,16,NA,1,1,6,5.72031164169312,36,667
3128,0,0,8,31,0,0,122798,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,430,0,21,NA,1,0,17,6.06378507614136,289,667
3129,0,0,8,24,0,0,79093,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,260,0,12,NA,1,1,10,5.56068181991577,100,667
3130,0,0,16,24,12,12,89271,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,577,0,36,140,6,1,2,6.35784244537354,4,667
3132,0,0,11,29,4,2,117386,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,425,0,19,NA,1,1,12,6.05208921432495,144,667
3133,0,0,12,25,4,2,79093,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,315,0,24,NA,1,0,7,5.75257253646851,49,667
3134,0,0,13,29,7,10,119965,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,375,1,33,85,1,0,10,5.92692613601685,100,667
3135,0,0,9,33,1,2,111044,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,500,0,23,NA,1,0,18,6.21460819244385,324,667
3136,0,0,12,25,1,6,365200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,500,0,30,116,4,0,7,6.21460819244385,49,667
3137,0,0,12,32,3,1,111044,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,350,0,24,85,1,0,14,5.85793304443359,196,667
3138,0,0,10,29,3,1,117386,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,525,0,20,85,1,1,13,6.26339817047119,169,667
3139,0,0,17,26,13,12,84491,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,500,0,37,NA,1,1,3,6.21460819244385,9,667
3140,0,0,16,25,13,12,82135,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,385,0,21,122,1,1,3,5.95324325561523,9,667
3142,0,1,9,25,12,8,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,100,0,25,NA,1,1,10,4.60517024993896,100,667
3143,0,1,15,26,6,7,88672,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,300,0,26,74,1,1,5,5.70378255844116,25,667
3144,0,1,12,24,6,7,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,188,0,24,NA,6,1,6,5.23644208908081,36,667
3145,0,1,8,33,NA,3,127041,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,355,0,19,NA,1,1,19,5.87211799621582,361,667
3147,0,1,12,25,4,4,86507,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,267,0,19,110,1,0,7,5.58724880218506,49,667
3149,0,1,12,28,6,7,88681,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,267,0,30,NA,1,0,10,5.58724880218506,100,667
3150,0,1,12,34,8,8,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,586,0,38,NA,1,1,16,6.37331962585449,256,667
3151,0,1,12,24,NA,5,76585,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,375,0,27,NA,4,1,6,5.92692613601685,36,665
3154,0,1,12,31,NA,NA,118905,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,346,0,27,NA,5,0,13,5.84643888473511,169,665
3157,0,1,16,28,14,12,438085,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,545,0,43,123,1,1,6,6.30078601837158,36,665
3158,0,1,14,25,14,12,425871,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,562,0,31,122,1,1,5,6.3315019607544,25,665
3159,0,1,12,26,12,12,438085,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,577,0,24,86,1,1,8,6.35784244537354,64,665
3163,0,1,15,26,10,12,438085,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,890,0,30,80,1,1,5,6.79122161865234,25,665
3166,0,1,13,26,6,NA,91831,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,625,0,30,96,1,0,7,6.43775177001953,49,665
3168,0,1,13,26,6,12,91831,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,416,0,31,112,6,1,7,6.03068542480469,49,665
3169,0,1,6,31,4,NA,119965,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,683,0,28,NA,1,0,19,6.5264949798584,361,665
3171,1,0,11,30,NA,9,118905,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,625,0,20,NA,1,1,13,6.43775177001953,169,665
3172,1,0,9,27,NA,NA,78509,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,310,0,34,NA,6,0,12,5.736572265625,144,665
3173,1,0,12,28,NA,NA,78509,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,664,0,16,77,1,1,10,6.49828195571899,100,665
3177,1,0,11,32,NA,NA,363128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,286,0,22,92,1,0,15,5.65599203109741,225,665
3179,1,0,12,26,NA,NA,78509,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,600,0,36,NA,1,0,8,6.39692974090576,64,665
3182,1,0,16,29,12,12,118905,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,742,0,37,89,5,0,7,6.60934925079346,49,665
3185,1,0,11,27,2,5,78509,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,225,0,28,NA,6,0,10,5.41610050201416,100,665
3186,1,0,12,34,NA,8,103511,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,623,0,41,87,1,0,16,6.43454647064209,256,665
3187,1,0,12,24,NA,8,104102,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,603,0,29,NA,6,1,6,6.40191698074341,36,665
3188,1,0,12,29,11,10,165331,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,550,0,39,95,1,0,11,6.30991840362549,121,665
3192,1,0,16,27,10,12,375674,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,801,0,39,117,1,0,5,6.68586111068726,25,665
3195,0,1,14,30,12,12,572299,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,330,0,40,67,1,1,10,5.7990927696228,100,667
3196,0,1,16,34,4,12,470506,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,684,0,50,112,1,1,12,6.52795791625977,144,667
3197,0,1,15,29,18,12,635888,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1000,0,41,119,6,1,8,6.90775537490845,64,667
3198,0,1,16,30,NA,NA,139895,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1091,0,30,103,6,0,8,6.99485015869141,64,667
3199,0,1,13,24,NA,10,90509,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,476,0,23,NA,4,0,5,6.16541767120361,25,667
3200,0,1,12,24,NA,3,76585,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,500,0,30,NA,6,1,6,6.21460819244385,36,667
3201,0,1,14,25,6,10,76585,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,950,0,31,NA,1,1,5,6.85646200180054,25,667
