farm,irrigation,genotype,count
farm_22,rainfed,G4,2
farm_22,rainfed,G3,5
farm_22,rainfed,G2,4
farm_22,rainfed,G4,1
farm_22,rainfed,G3,0
farm_22,rainfed,G3,1
farm_22,rainfed,G1,1
farm_22,rainfed,G3,0
farm_22,rainfed,G2,5
farm_22,rainfed,G4,5
farm_22,rainfed,G2,3
farm_22,rainfed,G1,0
farm_22,rainfed,G3,2
farm_22,rainfed,G3,1
farm_23,rainfed,G2,18
farm_23,rainfed,G1,2
farm_23,rainfed,G3,5
farm_23,rainfed,G4,1
farm_23,rainfed,G2,0
farm_23,rainfed,G1,5
farm_23,rainfed,G1,17
farm_23,rainfed,G4,0
farm_23,rainfed,G2,11
farm_23,rainfed,G2,22
farm_23,rainfed,G1,7
farm_23,rainfed,G2,12
farm_23,rainfed,G1,8
farm_23,rainfed,G3,4
farm_23,rainfed,G4,15
farm_23,rainfed,G1,1
farm_23,rainfed,G1,9
farm_23,rainfed,G2,10
farm_23,rainfed,G1,23
farm_23,rainfed,G2,44
farm_23,rainfed,G3,15
farm_23,rainfed,G3,0
farm_23,rainfed,G2,24
farm_23,rainfed,G4,0
farm_23,rainfed,G2,34
farm_23,rainfed,G1,7
farm_23,rainfed,G2,0
farm_23,rainfed,G1,4
farm_23,rainfed,G4,14
farm_23,rainfed,G1,5
farm_23,rainfed,G3,0
farm_23,rainfed,G3,2
farm_23,rainfed,G4,12
farm_23,rainfed,G3,5
farm_23,rainfed,G4,1
farm_23,rainfed,G3,4
farm_23,rainfed,G1,2
farm_23,rainfed,G1,0
farm_23,rainfed,G4,10
farm_23,rainfed,G1,4
farm_23,rainfed,G3,4
farm_23,rainfed,G3,0
farm_23,rainfed,G3,0
farm_23,rainfed,G2,9
farm_23,rainfed,G3,16
farm_23,rainfed,G2,20
farm_23,rainfed,G4,4
farm_23,rainfed,G3,0
farm_23,rainfed,G2,0
farm_23,rainfed,G2,4
farm_23,rainfed,G2,1
farm_23,rainfed,G1,16
farm_23,rainfed,G2,14
farm_23,rainfed,G2,10
farm_23,rainfed,G4,9
farm_23,rainfed,G3,0
farm_23,rainfed,G1,14
farm_23,rainfed,G4,4
farm_23,rainfed,G1,3
farm_23,rainfed,G3,9
farm_23,rainfed,G3,6
farm_23,rainfed,G1,0
farm_23,rainfed,G3,9
farm_23,rainfed,G4,12
farm_23,rainfed,G4,5
farm_23,rainfed,G1,2
farm_23,rainfed,G4,10
farm_23,rainfed,G2,0
farm_23,rainfed,G2,27
farm_23,rainfed,G1,9
farm_23,rainfed,G4,18
farm_23,rainfed,G2,25
farm_23,rainfed,G1,3
farm_23,rainfed,G2,36
farm_23,rainfed,G2,11
farm_23,rainfed,G2,2
farm_23,rainfed,G2,18
farm_23,rainfed,G2,2
farm_23,rainfed,G1,11
farm_23,rainfed,G2,26
farm_23,rainfed,G4,40
farm_23,rainfed,G4,2
farm_23,rainfed,G2,27
farm_23,rainfed,G2,4
farm_23,rainfed,G1,9
farm_23,rainfed,G2,7
farm_23,rainfed,G3,6
farm_23,rainfed,G2,5
farm_23,rainfed,G4,7
farm_23,rainfed,G1,14
farm_24,drip,G2,27
farm_24,drip,G3,0
farm_24,drip,G1,4
farm_24,drip,G4,5
farm_24,drip,G2,2
farm_24,drip,G1,3
farm_24,drip,G4,0
farm_24,drip,G2,0
farm_24,drip,G2,5
farm_24,drip,G2,12
farm_24,drip,G2,12
farm_24,drip,G1,3
farm_24,drip,G2,0
farm_24,drip,G2,16
farm_24,drip,G4,1
farm_24,drip,G2,10
farm_24,drip,G3,0
farm_24,drip,G4,2
farm_24,drip,G4,0
farm_24,drip,G1,0
farm_24,drip,G2,14
farm_24,drip,G4,3
farm_24,drip,G4,0
farm_24,drip,G1,0
farm_24,drip,G2,7
farm_24,drip,G4,2
farm_24,drip,G3,0
farm_24,drip,G2,18
farm_24,drip,G4,0
farm_24,drip,G4,9
farm_24,drip,G4,4
farm_24,drip,G2,0
farm_24,drip,G1,0
farm_24,drip,G1,5
farm_24,drip,G4,0
farm_24,drip,G2,0
farm_24,drip,G1,9
farm_24,drip,G2,4
farm_24,drip,G4,0
farm_24,drip,G4,12
farm_24,drip,G4,6
farm_24,drip,G1,2
farm_24,drip,G2,6
farm_24,drip,G2,4
farm_24,drip,G2,9
farm_24,drip,G4,3
farm_24,drip,G2,3
farm_24,drip,G4,0
farm_24,drip,G3,7
farm_24,drip,G4,7
farm_24,drip,G4,10
farm_24,drip,G3,3
farm_24,drip,G3,0
farm_24,drip,G3,3
farm_24,drip,G4,9
farm_24,drip,G3,0
farm_24,drip,G4,16
farm_24,drip,G2,3
farm_24,drip,G3,5
farm_24,drip,G1,10
farm_24,drip,G2,0
farm_24,drip,G1,5
farm_24,drip,G2,6
farm_24,drip,G1,0
farm_24,drip,G3,0
farm_24,drip,G3,0
farm_24,drip,G2,0
farm_24,drip,G4,5
farm_24,drip,G2,0
farm_24,drip,G3,10
farm_24,drip,G2,0
farm_24,drip,G4,18
farm_24,drip,G1,6
farm_24,drip,G4,0
farm_24,drip,G4,0
farm_24,drip,G4,2
farm_24,drip,G4,0
farm_24,drip,G3,1
farm_24,drip,G1,0
farm_24,drip,G4,6
farm_24,drip,G2,3
farm_24,drip,G4,0
farm_24,drip,G1,9
farm_24,drip,G3,0
farm_24,drip,G4,1
farm_24,drip,G1,2
farm_25,rainfed,G2,7
farm_25,rainfed,G3,1
farm_25,rainfed,G1,2
farm_25,rainfed,G1,3
farm_25,rainfed,G2,7
farm_25,rainfed,G4,1
farm_25,rainfed,G3,4
farm_25,rainfed,G3,3
farm_25,rainfed,G3,1
farm_25,rainfed,G2,6
farm_25,rainfed,G2,9
farm_25,rainfed,G2,0
farm_25,rainfed,G4,5
farm_25,rainfed,G4,3
farm_25,rainfed,G4,1
farm_25,rainfed,G1,0
farm_25,rainfed,G4,3
farm_25,rainfed,G2,0
farm_25,rainfed,G4,4
farm_25,rainfed,G2,9
farm_25,rainfed,G1,0
farm_25,rainfed,G2,7
farm_25,rainfed,G1,13
farm_25,rainfed,G2,4
farm_25,rainfed,G3,1
farm_25,rainfed,G3,12
farm_25,rainfed,G2,0
farm_25,rainfed,G3,5
farm_25,rainfed,G1,15
farm_25,rainfed,G2,2
farm_25,rainfed,G3,4
farm_25,rainfed,G2,0
farm_25,rainfed,G1,3
farm_25,rainfed,G1,6
farm_25,rainfed,G2,6
farm_25,rainfed,G2,7
farm_25,rainfed,G2,0
farm_25,rainfed,G4,5
farm_25,rainfed,G4,2
farm_25,rainfed,G4,2
farm_25,rainfed,G3,2
farm_25,rainfed,G2,2
farm_25,rainfed,G4,13
farm_25,rainfed,G1,16
farm_25,rainfed,G2,6
farm_25,rainfed,G1,1
farm_25,rainfed,G1,8
farm_25,rainfed,G3,0
farm_25,rainfed,G4,0
farm_25,rainfed,G1,2
farm_25,rainfed,G4,10
farm_25,rainfed,G1,10
farm_25,rainfed,G1,14
farm_25,rainfed,G2,6
farm_25,rainfed,G3,9
farm_25,rainfed,G4,0
farm_25,rainfed,G1,5
farm_25,rainfed,G2,10
farm_25,rainfed,G2,1
farm_25,rainfed,G2,12
farm_25,rainfed,G2,4
farm_25,rainfed,G4,3
farm_25,rainfed,G4,0
farm_25,rainfed,G4,3
farm_25,rainfed,G1,4
farm_25,rainfed,G4,2
farm_25,rainfed,G1,3
farm_25,rainfed,G1,4
farm_25,rainfed,G3,1
farm_25,rainfed,G4,5
farm_25,rainfed,G3,7
farm_25,rainfed,G3,2
farm_25,rainfed,G4,4
farm_25,rainfed,G1,5
farm_25,rainfed,G2,3
farm_25,rainfed,G1,1
farm_25,rainfed,G4,6
farm_25,rainfed,G1,1
farm_25,rainfed,G4,0
farm_25,rainfed,G2,12
farm_25,rainfed,G4,1
farm_25,rainfed,G4,3
farm_25,rainfed,G4,2
farm_25,rainfed,G1,4
farm_25,rainfed,G3,5
farm_25,rainfed,G2,12
farm_25,rainfed,G3,3
farm_25,rainfed,G3,2
farm_25,rainfed,G3,5
farm_25,rainfed,G4,12
farm_25,rainfed,G4,0
farm_25,rainfed,G4,2
farm_25,rainfed,G4,1
farm_25,rainfed,G1,2
farm_25,rainfed,G3,7
farm_25,rainfed,G1,0
farm_25,rainfed,G1,4
farm_25,rainfed,G4,6
farm_25,rainfed,G1,5
farm_25,rainfed,G4,0
