farm,irrigation,genotype,survival
farm_22,rainfed,G3,0
farm_22,rainfed,G4,1
farm_22,rainfed,G3,0
farm_22,rainfed,G2,0
farm_22,rainfed,G4,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G2,0
farm_22,rainfed,G4,1
farm_22,rainfed,G2,0
farm_22,rainfed,G1,0
farm_22,rainfed,G3,0
farm_22,rainfed,G3,0
farm_23,rainfed,G2,1
farm_23,rainfed,G1,0
farm_23,rainfed,G3,1
farm_23,rainfed,G4,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,0
farm_23,rainfed,G1,1
farm_23,rainfed,G4,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,0
farm_23,rainfed,G3,1
farm_23,rainfed,G4,1
farm_23,rainfed,G1,0
farm_23,rainfed,G1,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G2,0
farm_23,rainfed,G3,1
farm_23,rainfed,G3,1
farm_23,rainfed,G2,1
farm_23,rainfed,G4,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G4,1
farm_23,rainfed,G1,1
farm_23,rainfed,G3,1
farm_23,rainfed,G3,1
farm_23,rainfed,G4,1
farm_23,rainfed,G3,1
farm_23,rainfed,G4,1
farm_23,rainfed,G3,1
farm_23,rainfed,G1,0
farm_23,rainfed,G1,1
farm_23,rainfed,G4,1
farm_23,rainfed,G1,1
farm_23,rainfed,G3,1
farm_23,rainfed,G3,0
farm_23,rainfed,G3,0
farm_23,rainfed,G2,1
farm_23,rainfed,G3,1
farm_23,rainfed,G2,1
farm_23,rainfed,G4,1
farm_23,rainfed,G3,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G4,0
farm_23,rainfed,G3,1
farm_23,rainfed,G1,0
farm_23,rainfed,G4,0
farm_23,rainfed,G1,0
farm_23,rainfed,G3,1
farm_23,rainfed,G3,1
farm_23,rainfed,G1,0
farm_23,rainfed,G3,1
farm_23,rainfed,G4,0
farm_23,rainfed,G4,1
farm_23,rainfed,G1,1
farm_23,rainfed,G4,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G4,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G2,0
farm_23,rainfed,G2,0
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,0
farm_23,rainfed,G1,1
farm_23,rainfed,G2,0
farm_23,rainfed,G4,1
farm_23,rainfed,G4,1
farm_23,rainfed,G2,1
farm_23,rainfed,G2,1
farm_23,rainfed,G1,1
farm_23,rainfed,G2,1
farm_23,rainfed,G3,1
farm_23,rainfed,G2,1
farm_23,rainfed,G4,0
farm_23,rainfed,G1,0
farm_24,drip,G2,1
farm_24,drip,G3,0
farm_24,drip,G1,1
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G1,0
farm_24,drip,G4,0
farm_24,drip,G2,1
farm_24,drip,G2,1
farm_24,drip,G2,1
farm_24,drip,G2,1
farm_24,drip,G1,1
farm_24,drip,G2,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G3,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G1,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G4,0
farm_24,drip,G1,0
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G3,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G1,0
farm_24,drip,G1,0
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G1,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G4,0
farm_24,drip,G1,1
farm_24,drip,G2,1
farm_24,drip,G2,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G4,0
farm_24,drip,G3,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G3,1
farm_24,drip,G3,1
farm_24,drip,G3,0
farm_24,drip,G4,1
farm_24,drip,G3,0
farm_24,drip,G4,1
farm_24,drip,G2,0
farm_24,drip,G3,0
farm_24,drip,G1,1
farm_24,drip,G2,1
farm_24,drip,G1,1
farm_24,drip,G2,1
farm_24,drip,G1,1
farm_24,drip,G3,0
farm_24,drip,G3,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G3,1
farm_24,drip,G2,0
farm_24,drip,G4,1
farm_24,drip,G1,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G4,1
farm_24,drip,G3,1
farm_24,drip,G1,1
farm_24,drip,G4,1
farm_24,drip,G2,1
farm_24,drip,G4,1
farm_24,drip,G1,1
farm_24,drip,G3,1
farm_24,drip,G4,0
farm_24,drip,G1,1
farm_25,rainfed,G2,1
farm_25,rainfed,G3,0
farm_25,rainfed,G1,1
farm_25,rainfed,G1,1
farm_25,rainfed,G2,1
farm_25,rainfed,G4,1
farm_25,rainfed,G3,0
farm_25,rainfed,G3,0
farm_25,rainfed,G3,0
farm_25,rainfed,G2,1
farm_25,rainfed,G2,1
farm_25,rainfed,G2,0
farm_25,rainfed,G4,1
farm_25,rainfed,G4,0
farm_25,rainfed,G4,1
farm_25,rainfed,G1,0
farm_25,rainfed,G4,1
farm_25,rainfed,G2,0
farm_25,rainfed,G4,0
farm_25,rainfed,G2,1
farm_25,rainfed,G1,0
farm_25,rainfed,G2,0
farm_25,rainfed,G1,0
farm_25,rainfed,G2,1
farm_25,rainfed,G3,1
farm_25,rainfed,G3,0
farm_25,rainfed,G2,1
farm_25,rainfed,G3,0
farm_25,rainfed,G1,1
farm_25,rainfed,G2,0
farm_25,rainfed,G3,1
farm_25,rainfed,G2,1
farm_25,rainfed,G1,1
farm_25,rainfed,G1,1
farm_25,rainfed,G2,1
farm_25,rainfed,G2,0
farm_25,rainfed,G2,1
farm_25,rainfed,G4,1
farm_25,rainfed,G4,0
farm_25,rainfed,G4,0
farm_25,rainfed,G3,0
farm_25,rainfed,G2,1
farm_25,rainfed,G4,1
farm_25,rainfed,G1,1
farm_25,rainfed,G2,1
farm_25,rainfed,G1,1
farm_25,rainfed,G1,1
farm_25,rainfed,G3,1
farm_25,rainfed,G4,1
farm_25,rainfed,G1,1
farm_25,rainfed,G4,1
farm_25,rainfed,G1,1
farm_25,rainfed,G1,1
farm_25,rainfed,G2,1
farm_25,rainfed,G3,0
farm_25,rainfed,G4,1
farm_25,rainfed,G1,0
farm_25,rainfed,G2,1
farm_25,rainfed,G2,0
farm_25,rainfed,G2,1
farm_25,rainfed,G2,0
farm_25,rainfed,G4,0
farm_25,rainfed,G4,1
farm_25,rainfed,G4,1
farm_25,rainfed,G1,1
farm_25,rainfed,G4,0
farm_25,rainfed,G1,1
farm_25,rainfed,G1,1
farm_25,rainfed,G3,1
farm_25,rainfed,G4,0
farm_25,rainfed,G3,1
farm_25,rainfed,G3,1
farm_25,rainfed,G4,1
farm_25,rainfed,G1,0
farm_25,rainfed,G2,1
farm_25,rainfed,G1,0
farm_25,rainfed,G4,1
farm_25,rainfed,G1,1
farm_25,rainfed,G4,0
farm_25,rainfed,G2,1
farm_25,rainfed,G4,0
farm_25,rainfed,G4,0
farm_25,rainfed,G4,0
farm_25,rainfed,G1,1
farm_25,rainfed,G3,0
farm_25,rainfed,G2,1
farm_25,rainfed,G3,0
farm_25,rainfed,G3,0
farm_25,rainfed,G3,0
farm_25,rainfed,G4,1
farm_25,rainfed,G4,1
farm_25,rainfed,G4,1
farm_25,rainfed,G4,0
farm_25,rainfed,G1,0
farm_25,rainfed,G3,1
farm_25,rainfed,G1,0
farm_25,rainfed,G1,1
farm_25,rainfed,G4,1
farm_25,rainfed,G1,0
farm_25,rainfed,G4,0
